id,annearn,occprest,sei,age,yearsed,gender,ln_earn,literacy,unemp,parented,Ethnicity,Language,Education
2.06E+10,NA,28,32,36,12,0,NA,234.06223333333332,1,16,1,5,3
6.12E+10,44200,36,49,26,12,0,6.7464121285733745,291.61173333333335,0,12.5,5,5,3
4.16E+10,9412,31,37,48,12,1,5.707110264748875,330.35383333333334,1,8,5,5,3
4.07E+10,38400,69,74,39,18,0,6.582025138892826,381.2496,0,17,5,5,6
5.14E+10,24024,46,38,33,12,1,6.311734809152915,290.2812333333334,0,5,1,5,3
2.23E+10,10400,43,37,35,14,1,5.303304908059076,269.1141666666667,0,13,5,5,4
2.16E+10,5100,44,51,26,14,0,5.739792912179234,360.9279,0,17,5,5,4
2.10E+10,19240,25,42,49,12,1,5.916202062607435,274.6641,0,10.5,1,5,3
7.33E+10,14700,44,43,37,12,0,5.860786223465865,287.1428,0,13,5,5,3
5.09E+10,NA,31,28,41,10,0,NA,197.40373333333332,1,5,2,1,1
3.33E+10,5200,34,38,37,13,1,5.303304908059076,281.3385333333333,0,10.5,1,5,3
8.52E+10,78000,49,64,49,16,0,7.313886831633462,395.61086666666665,0,12,5,5,5
6.86E+10,NA,45,38,33,12,0,NA,231.9034,1,10.5,5,5,2
5.21E+10,26000,50,64,26,12,1,6.2166061010848646,359.9327666666667,0,10,5,5,3
5.62E+10,44980,26,25,46,12,0,6.763884908562435,286.8147,0,12,5,2,3
4.11E+10,46800,32,38,43,12,0,6.803505257608338,234.0632,0,14,1,2,3
8.51E+10,26000,42,39,43,13,0,6.2166061010848646,280.7075,0,11.219227804821447,5,5,3
5.17E+10,22880,40,35,48,16,0,6.0844994130751715,279.15070000000003,0,5.5,1,5,5
7.62E+10,16900,47,38,35,12,1,5.707110264748875,321.89036666666664,0,12,5,5,3
3.07E+10,13000,31,32,28,12,1,5.529429087511423,231.52986666666666,0,10.236216576549197,5,5,3
2.09E+10,21580,53,61,55,16,1,6.030685260261263,290.33046666666667,0,8,5,5,5
6.71E+10,13000,31,50,32,13,0,5.5254529391317835,303.19463333333334,0,13,5,5,3
6.10E+10,26000,36,38,43,13,0,6.2166061010848646,328.14053333333334,0,9.5,1,5,3
6.64E+10,31200,42,36,44,12,0,6.398594934535208,279.3584333333333,0,7,5,5,3
6.12E+10,NA,30,32,39,12,0,NA,251.60273333333333,1,8,1,5,3
8.01E+10,52000,64,87,32,18,0,6.90875477931522,349.9712666666667,0,11.5,5,5,6
6.66E+10,43004,62,76,52,16,1,6.695798917058491,302.69986666666665,0,9,5,5,5
5.61E+10,3400,40,53,59,14,1,5.25227342804663,311.7712333333333,1,12,5,5,4
1.11E+10,36296,64,87,50,18,0,6.54965074223381,289.78853333333336,0,9.5,5,5,6
7.52E+10,27300,27,32,25,11,0,6.311734809152915,287.37063333333333,0,10,5,5,1
3.28E+10,44200,69,74,48,18,1,6.7464121285733745,311.6188333333333,0,12,5,5,6
7.63E+10,14768,42,42,33,13,1,5.713732805509369,264.7812333333333,0,8,1,5,3
6.82E+10,45188,59,73,32,13,0,6.769641976852503,361.8041333333333,0,8.5,3,3,3
2.12E+10,2400,48,67,25,11,1,3.713572066704308,324.04833333333335,0,13,5,5,1
3.28E+10,14300,47,38,39,12,1,5.707110264748875,296.1600666666667,0,12,5,5,3
7.54E+10,10400,32,30,39,11,0,5.231108616854587,152.47103333333334,0,8,1,5,1
8.07E+10,41600,42,51,56,10,1,6.68586094706836,271.9010333333333,0,11,5,4,1
8.57E+10,29120,40,48,35,12,0,6.311734809152915,293.3878666666667,0,12,5,5,3
3.32E+10,NA,38,37,26,7,0,5.10574408290124,80.62903333333333,0,0,4,5,1
4.04E+10,9360,43,35,53,12,1,5.303304908059076,279.5937333333333,0,7.5,5,5,3
5.43E+10,69992,53,81,50,16,0,7.205635176410364,323.86603333333335,0,10,5,5,5
7.29E+10,16016,46,38,29,13,1,5.707110264748875,258.8471,0,12.5,5,5,3
7.34E+10,37440,59,63,38,14,0,6.577861357721047,363.9744333333333,0,11.5,5,5,4
3.09E+10,31096,54,73,51,12,1,6.391917113392602,247.6912,0,8,5,5,3
3.24E+10,18870,47,49,33,12,0,5.902633333401366,260.24763333333334,0,12,5,5,3
6.62E+10,41600,66,80,57,18,1,6.68586094706836,297.74926666666664,0,7,5,2,6
2.09E+10,NA,54,75,51,12,1,7.294902642634218,279.7343666666667,0,12,5,5,3
4.13E+10,20800,33,28,34,12,0,5.993961427306569,249.7622,0,13,1,5,3
3.06E+10,2460,30,32,27,12,0,5.043425116919247,180.56213333333335,0,10,2,1,3
3.03E+10,11960,24,34,42,12,1,5.707110264748875,239.54523333333333,0,10.5,1,5,3
8.06E+10,2400,65,76,28,16,0,5.123963979403259,371.591,1,13,5,5,5
2.18E+10,14144,31,32,29,12,0,5.62040086571715,251.06486666666666,0,12,1,5,3
3.07E+10,NA,43,37,52,12,1,5.278620140823609,262.7973333333333,0,5,5,5,3
4.12E+10,42640,48,67,47,13,0,6.709304340258298,314.9595333333333,0,7.5,2,1,3
2.21E+10,10080,51,52,26,14,1,5.455321115357702,270.60923333333335,0,13,5,5,4
6.61E+10,NA,44,51,42,14,1,NA,343.8428666666667,1,14,5,5,4
8.54E+10,NA,20,21,42,13,1,5.017279836814924,244.79496666666668,0,12,5,5,3
5.13E+10,3500,29,32,42,14,1,5.159055299214529,302.3666,0,17,5,5,4
8.51E+10,13500,29,34,41,12,1,5.958424693029782,280.7075,1,11.5,5,5,3
6.46E+10,35150,64,79,59,16,1,6.516193076042964,307.4191,0,10,5,5,5
6.88E+10,34320,64,79,39,16,0,6.492239835020471,309.9157666666667,0,12,5,5,5
3.20E+10,28600,48,67,36,12,1,6.311734809152915,302.85546666666664,0,17,5,5,3
6.82E+10,34996,31,37,43,13,0,6.513230110912307,331.6114,0,6,5,5,3
6.50E+10,10400,47,38,38,12,1,5.303304908059076,319.66113333333334,0,7.5,5,5,2
7.63E+10,NA,39,34,45,11,1,NA,252.12453333333335,1,8.518670225248654,1,5,1
5.21E+10,50024,51,64,44,12,0,6.870053411798126,296.1030333333333,0,10,5,2,3
7.31E+10,7020,36,29,25,13,0,5.5254529391317835,271.5081666666667,1,12,5,5,3
2.19E+10,10000,19,37,31,3,1,5.303304908059076,194.04036666666667,0,0,5,5,1
4.04E+10,2400,75,92,44,18,0,5.14166355650266,396.08486666666664,1,13,5,5,6
4.15E+10,16536,30,31,28,13,1,5.7745515455444085,288.48703333333333,0,7,2,1,3
4.07E+10,36576,64,87,29,18,0,6.558197802812269,360.5862666666667,0,15,5,5,6
3.30E+10,26624,38,52,43,13,0,6.240275845170769,306.4848666666667,0,9,5,5,3
6.63E+10,35360,42,39,55,13,0,6.523562306149512,291.98993333333334,0,8,5,5,3
6.81E+10,23920,35,27,31,12,1,6.133398042996649,316.7905,0,10,5,5,3
7.55E+10,72540,66,73,57,16,0,7.234177179749849,262.81739999999996,0,8,5,5,5
8.14E+10,28600,27,29,34,13,0,6.311734809152915,182.85436666666666,1,1.5,1,5,3
2.06E+10,NA,20,21,34,12,1,NA,176.09463333333335,1,9.5,2,1,3
3.29E+10,18200,31,32,42,13,0,5.860786223465865,330.00586666666663,1,10,5,5,3
2.07E+10,12500,52,69,29,14,1,6.137727054086234,277.90676666666667,1,12,2,5,4
7.29E+10,44200,64,87,31,16,0,6.7464121285733745,367.71459999999996,0,14,5,5,5
8.44E+10,3200,35,57,37,13,1,4.948759890378168,209.43866666666668,1,4.444577286864181,5,5,3
2.15E+10,15600,40,46,55,13,1,5.655991810819852,336.7088,0,8.5,5,5,3
6.47E+10,40300,59,74,54,16,0,6.647688373563329,349.593,0,10.5,5,5,5
4.02E+10,12188,22,28,51,12,0,5.5254529391317835,168.6794,0,11.5,3,3,3
1.18E+10,19032,39,41,27,14,0,5.902633333401366,342.28366666666665,0,13,5,5,4
6.72E+10,30680,47,49,29,14,0,6.3818160174060985,387.82866666666666,0,14.5,5,5,4
1.08E+10,41860,59,69,38,14,0,6.698268054115413,319.6902666666667,1,17,5,2,4
8.42E+10,14040,43,35,40,14,1,6.111467339502679,282.28296666666665,0,7.5,1,5,4
2.23E+10,20400,69,80,44,16,0,6.042632833682381,343.19196666666664,0,12,5,5,5
7.54E+10,NA,32,23,30,9,1,4.8070721541388375,159.54623333333333,1,4.875781071098164,2,1,1
7.33E+10,18200,36,44,43,14,1,5.860786223465865,341.729,0,11,5,5,4
5.63E+10,10920,41,31,50,14,1,5.351858133476067,287.50303333333335,0,12,5,2,4
3.15E+10,14560,29,34,57,12,1,5.638354669333745,234.9552,0,6.686629486108962,1,5,2
6.63E+10,12960,36,29,28,12,1,5.638354669333745,276.92199999999997,0,11,5,5,3
3.05E+10,22984,46,38,58,12,1,6.089044875446846,262.41089999999997,0,8.229595780447905,5,5,2
5.14E+10,24000,46,38,44,13,1,6.68586094706836,303.9044333333333,0,8,5,2,3
7.33E+10,5040,35,26,37,12,1,4.61512051684126,260.64366666666666,0,10,5,5,3
4.21E+10,15400,53,60,37,16,1,5.69035945432406,280.3754333333333,0,9.5,1,5,5
5.13E+10,36400,51,64,56,12,0,6.55250788703459,354.0079,0,12.5,5,5,3
5.17E+10,26000,42,29,29,12,0,6.947937068614969,356.18196666666665,1,10.5,5,5,3
6.12E+10,28080,50,49,27,12,0,6.329720905522696,289.72923333333335,0,10.64651602347278,5,5,3
6.51E+10,17160,46,38,27,16,1,5.802118375377063,341.6356,0,14,5,5,5
6.69E+10,24180,36,27,40,12,1,6.1463292576688975,331.9472,0,12,5,5,3
3.19E+10,20800,29,32,30,14,1,5.993961427306569,322.3693666666667,0,14,5,5,4
7.52E+10,33800,42,50,58,12,0,6.478509642208569,249.75796666666668,0,6.573071804713138,1,5,3
7.52E+10,36400,35,29,42,12,0,6.55250788703459,300.87053333333336,0,8.5,5,5,3
8.15E+10,420,35,29,55,10,0,4.442651256490317,117.23653333333334,0,0,1,5,1
5.19E+10,400,28,33,28,12,0,3.258096538021482,188.60763333333333,0,12,1,5,3
5.51E+10,39600,32,30,45,12,0,6.68586094706836,278.7002,0,12.5,5,5,3
2.03E+10,NA,30,31,37,12,0,NA,281.43816666666663,1,13.40259774334933,5,5,2
6.86E+10,18720,40,53,35,13,1,6.359573868672378,307.5915,0,9,5,5,3
6.21E+10,NA,32,51,29,16,0,5.929589143389895,261.68423333333334,0,12.5,5,5,5
4.07E+10,41184,46,51,52,12,1,6.68586094706836,318.35703333333333,0,10,5,5,3
7.64E+10,30212,24,38,39,14,0,6.398594934535208,276.1191666666667,0,11.5,5,5,4
6.66E+10,28600,47,49,50,12,0,6.311734809152915,241.06393333333332,0,5.5,5,5,3
2.16E+10,18200,43,37,36,13,1,5.860786223465865,255.55343333333334,0,12,5,5,3
6.13E+10,13000,57,51,57,16,1,5.5254529391317835,292.4013,0,12,5,5,5
4.13E+10,56836,69,87,40,16,0,6.9975959829819265,304.2246333333333,0,12,2,1,5
5.17E+10,2600,36,33,57,11,1,5.017279836814924,295.61553333333336,0,9,5,5,1
4.04E+10,18200,40,32,27,16,0,5.860786223465865,279.4214666666667,0,13,5,4,5
5.21E+10,23400,48,62,26,13,1,6.111467339502679,327.20980000000003,0,12,5,5,3
2.15E+10,7800,43,37,29,13,1,5.017279836814924,241.34063333333333,0,10.5,5,5,3
3.05E+10,90012,44,51,50,12,0,7.4645098346365275,325.09863333333334,0,9,1,5,3
3.01E+10,26000,46,38,29,14,1,6.2166061010848646,320.69083333333333,0,12,1,5,4
8.57E+10,12600,25,37,31,11,0,5.5254529391317835,175.40896666666666,0,9,1,5,1
6.43E+10,NA,42,29,56,12,1,5.4294080134479605,293.13776666666666,0,7,5,5,3
6.81E+10,19624,39,32,37,12,1,5.942799375126701,289.85726666666665,0,11,5,5,3
2.10E+10,NA,44,51,46,12,0,6.7350484794215,290.29386666666664,0,8,1,5,3
5.20E+10,10400,41,31,53,13,1,5.303304908059076,325.8996666666667,0,12,5,5,3
6.10E+10,39988,27,34,42,13,0,6.646390514847729,283.702,0,11,5,5,3
6.12E+10,2340,24,34,29,13,0,4.454347296253507,273.7920666666667,0,12,5,5,3
8.13E+10,42640,53,44,42,14,1,6.710523109452428,227.70103333333333,0,6.5,3,4,4
4.01E+10,16800,64,79,34,16,1,5.786897381366708,324.5858666666667,0,12,5,5,5
8.55E+10,NA,66,80,46,18,1,6.943952397924221,364.8876333333333,0,16,5,5,6
5.62E+10,15600,43,35,33,14,1,5.707110264748875,309.05916666666667,0,12,5,5,4
2.09E+10,10800,30,28,25,12,1,5.407171771460119,316.7905,0,11,5,5,2
8.01E+10,23400,53,46,32,12,1,6.111467339502679,298.35293333333334,0,12.5,5,5,3
3.06E+10,13000,42,29,28,12,1,5.5254529391317835,248.9525,0,10,1,5,3
1.02E+10,9360,28,32,33,13,0,5.568344503761097,315.78686666666664,0,12,5,5,3
2.07E+10,37544,47,55,41,14,0,6.621405651764134,253.7703666666667,0,6.5,5,5,4
5.54E+10,15808,46,38,40,12,1,5.713732805509369,277.20256666666666,0,6.5,5,5,3
3.10E+10,17160,30,25,46,10,1,5.805134968916488,209.01556666666667,0,6.5,5,5,1
7.68E+10,3060,41,34,34,13,1,4.2626798770413155,263.4157666666667,0,13.5,2,1,3
5.17E+10,31200,59,46,35,13,1,6.398594934535208,258.4383,0,12,3,3,3
1.03E+10,17680,33,51,27,12,1,5.840641657373398,304.2553666666667,0,12,5,5,3
5.14E+10,44200,43,42,42,13,0,6.90875477931522,239.211,0,11.5,5,5,3
8.43E+10,24640,65,64,26,13,0,6.16541785423142,339.20596666666665,0,8,5,5,3
3.15E+10,52000,75,92,38,18,0,6.90875477931522,386.49559999999997,0,16,5,5,6
3.16E+10,13000,36,33,26,13,0,5.5254529391317835,237.37,0,14,1,5,3
2.11E+10,20400,38,44,52,12,0,5.993961427306569,265.8217,0,11.5,1,5,3
4.09E+10,20800,43,36,47,12,1,5.993961427306569,231.53666666666666,0,12,3,3,2
5.54E+10,18200,64,79,39,18,1,5.860786223465865,355.87466666666666,0,11,5,5,6
1.05E+10,30212,62,78,53,18,0,6.366470447731438,301.5577666666667,0,12,5,5,6
8.13E+10,22880,41,31,59,4,0,6.759255270663693,120.756,0,4,2,1,1
5.07E+10,26000,74,84,47,18,1,6.455198563340122,305.9528,0,7,1,5,6
1.14E+10,36400,43,51,45,12,0,6.55250788703459,303.1018,0,12.5,5,5,3
2.23E+10,38070,36,32,56,13,0,6.7464121285733745,245.75300000000001,0,5.5,5,5,3
3.15E+10,19082,57,51,31,13,0,5.942799375126701,248.05123333333333,0,14,5,5,3
3.15E+10,47996,51,64,38,14,0,6.825460036255307,343.2681333333333,0,14,5,5,4
4.19E+10,33600,47,51,38,12,1,6.478509642208569,236.62656666666666,0,10.5,1,5,3
6.12E+10,52000,65,76,39,18,0,6.90875477931522,408.33396666666664,0,12.5,5,5,6
6.42E+10,15600,51,45,40,12,1,5.707110264748875,333.15453333333335,0,14,5,5,3
3.31E+10,19500,47,61,31,16,1,5.929589143389895,327.103,0,18,1,5,5
7.64E+10,NA,54,51,30,8,1,NA,280.9681,1,4,5,2,1
4.19E+10,28704,48,67,36,16,1,6.311734809152915,338.5123,0,12,5,5,5
6.03E+10,27000,33,50,28,13,0,6.68586094706836,314.96233333333333,1,12.5,5,5,3
8.54E+10,1160,42,29,51,18,0,3.1780538303479458,352.2418333333333,0,12,5,2,6
5.20E+10,22500,66,73,29,16,1,6.089044875446846,392.91360000000003,0,12,5,5,5
4.18E+10,15600,25,32,28,13,0,5.707110264748875,288.8404,0,14.5,5,5,3
6.85E+10,59800,64,87,34,16,0,7.051855622955894,347.02506666666665,0,10,5,5,5
6.47E+10,23400,35,29,34,12,1,6.111467339502679,300.87053333333336,0,10,5,5,3
7.68E+10,15600,35,29,26,7,0,5.707110264748875,197.07523333333333,0,8,5,4,1
8.01E+10,26000,36,52,36,12,1,6.2166061010848646,321.7361666666667,0,14,5,5,2
6.81E+10,20800,60,57,39,16,0,5.993961427306569,316.5595,0,17,5,5,5
3.27E+10,8000,46,62,47,14,0,5.3471075307174685,360.32463333333334,0,16,5,5,4
2.21E+10,14040,31,32,26,11,0,5.634789603169249,272.09976666666665,0,10,5,5,1
8.57E+10,9450,23,28,53,14,0,5.25227342804663,321.379,1,17,5,2,4
3.15E+10,35880,24,37,27,14,0,6.53813982376767,325.8423,0,12,4,5,4
7.61E+10,52000,49,67,40,16,0,6.90875477931522,284.4366,0,14,5,5,5
5.11E+10,30600,24,29,41,13,1,6.3818160174060985,309.39996666666667,0,8,5,5,3
8.01E+10,9100,51,64,35,14,0,5.707110264748875,282.4337,0,15.5,5,4,4
4.15E+10,29380,31,36,45,12,1,6.335054251498059,214.85306666666668,0,9,1,5,3
2.11E+10,1600,31,28,27,1,1,4.912654885736052,66.21636666666666,0,1.846568157576202,2,1,1
3.22E+10,24180,59,44,32,13,1,6.1441856341256456,284.3972,0,10,1,5,3
6.85E+10,10920,69,83,29,16,1,5.351858133476067,344.88616666666667,0,12,5,5,5
3.06E+10,27560,35,29,45,14,0,6.272877006546167,244.47806666666665,0,7.5,1,5,4
5.20E+10,26000,30,34,50,12,0,6.2166061010848646,329.3000666666667,0,8.5,5,5,3
2.24E+10,7000,60,75,35,13,1,5.25227342804663,300.3921666666667,0,12,5,5,3
2.20E+10,20800,46,55,27,16,1,5.993961427306569,373.72673333333336,0,14,5,5,5
5.11E+10,26000,60,73,28,16,0,6.2166061010848646,361.9685333333333,0,13,5,5,5
8.14E+10,12480,42,29,40,12,1,5.484796933490655,212.26766666666666,0,5.55359634718998,2,1,2
3.34E+10,7150,31,28,59,12,1,5.303304908059076,211.85026666666667,0,12,5,5,3
6.12E+10,36400,34,29,38,12,0,6.55250788703459,193.57946666666666,0,3.6414597621608475,2,1,2
6.72E+10,21120,47,55,46,12,0,6.175867270105761,285.77636666666666,1,6,5,5,3
3.01E+10,47080,64,79,34,18,1,6.85751406254539,367.70646666666664,0,16,5,5,6
2.18E+10,36400,47,43,53,13,0,6.55250788703459,284.3476,0,8,5,5,3
3.22E+10,22100,49,64,32,16,1,6.054439346269371,347.7999,0,15,5,5,5
4.20E+10,99996,45,38,55,12,0,7.562161631225652,306.23723333333334,0,8,5,5,3
8.53E+10,8788,36,29,36,12,1,5.1298987149230735,297.9759,0,13,5,5,2
7.29E+10,80000,59,73,35,18,1,7.438971592395862,317.79436666666663,0,12.5,5,5,6
2.21E+10,41600,73,84,31,18,1,6.68586094706836,374.34839999999997,0,10,5,5,6
3.02E+10,33600,47,54,44,12,1,6.46302945692067,341.58936666666665,0,5.5,5,4,3
3.20E+10,14300,30,17,33,13,1,5.62040086571715,270.1949666666667,0,9,5,5,3
3.14E+10,NA,51,64,26,12,0,6.9149564890268795,260.83456666666666,0,9,1,5,3
8.01E+10,38168,69,83,38,18,1,6.660575149839686,366.3505666666667,0,16,4,5,6
1.01E+10,5760,30,28,33,13,0,5.262690188904886,241.24966666666666,1,11,5,5,3
1.02E+10,19864,28,32,28,12,0,5.950642552587727,295.796,0,12,5,2,3
1.11E+10,8400,32,40,43,18,1,5.303304908059076,348.4631333333333,0,13,2,5,6
6.46E+10,41600,49,64,59,12,0,6.68586094706836,270.3179,0,11,5,5,3
3.32E+10,15600,45,66,33,12,0,5.707110264748875,317.50100000000003,0,13,5,5,3
4.06E+10,13000,49,62,50,18,1,6.999422467507961,286.30466666666666,0,12,2,5,6
6.42E+10,5040,45,66,35,12,1,4.836281906951478,289.8225,0,11,5,5,3
5.62E+10,22516,46,38,41,12,1,6.082218910376446,276.7293,0,12,5,2,3
5.16E+10,20800,50,47,31,16,0,5.993961427306569,342.66706666666664,0,17,5,5,5
3.32E+10,NA,36,44,32,14,1,6.073120414332634,304.51733333333334,0,13,5,5,4
7.29E+10,NA,54,72,30,16,1,6.772724642912828,331.89549999999997,0,12,5,5,5
3.01E+10,21788,60,63,33,12,1,6.018593214496234,268.40836666666667,0,11,5,5,2
4.13E+10,7800,30,17,45,8,1,5.030437921392435,95.40016666666666,0,1,2,1,1
1.04E+10,48360,60,63,37,14,0,6.836259277277067,350.20223333333337,0,11,5,5,4
4.14E+10,28600,30,36,45,13,1,6.311734809152915,279.7289,0,5,5,5,3
6.21E+10,11616,74,84,55,18,0,5.921578419643816,351.58866666666665,0,5,2,5,6
3.19E+10,15600,33,51,37,14,1,5.707110264748875,249.20373333333333,0,12,5,5,4
6.12E+10,10400,42,42,47,12,1,5.303304908059076,258.9429,0,11,5,5,2
6.51E+10,5040,51,37,37,12,1,5.099866427824199,330.85003333333333,0,11.5,5,5,3
5.12E+10,65000,66,73,40,16,1,7.1316985104669115,338.68913333333336,0,12.5,5,5,5
2.07E+10,10504,39,35,26,11,1,5.342334251964811,253.38373333333334,0,12,5,5,1
5.43E+10,40976,34,25,27,14,0,6.674561391814426,297.04516666666666,0,10.5,1,5,4
8.01E+10,23400,35,38,48,18,1,6.111467339502679,331.93066666666664,0,15.5,5,5,6
5.14E+10,78000,48,68,41,12,0,7.313886831633462,339.6825333333333,0,12,5,4,3
6.05E+10,13000,36,27,28,12,0,5.37989735354046,217.21473333333333,0,12.953459722579128,1,5,2
6.61E+10,28236,44,66,46,14,1,6.3561076606958915,324.39163333333335,0,9,5,5,4
6.05E+10,88400,73,84,39,18,0,7.601402334583733,335.86086666666665,0,12,5,5,6
7.67E+10,18200,45,38,42,14,1,5.860786223465865,305.9542,0,5.5,5,5,4
2.13E+10,10400,42,36,48,12,1,5.303304908059076,193.62383333333332,0,7.457629686822964,2,1,3
5.19E+10,39000,30,32,43,12,0,6.621405651764134,253.4829,0,12.246546907681706,5,5,3
7.56E+10,5200,42,29,28,12,1,4.61512051684126,115.34036666666667,0,11,5,5,3
7.61E+10,NA,35,32,40,13,0,5.084845318576042,237.0002,0,6,5,5,3
5.07E+10,22412,64,79,47,16,1,6.068425588244111,368.1139333333333,0,14,5,5,5
4.13E+10,3500,27,37,31,14,0,4.709530201312334,244.16203333333334,1,8.105419480737874,2,5,4
8.42E+10,41600,50,67,48,16,1,6.68586094706836,379.1889,0,7.5,5,5,5
8.54E+10,26000,39,35,51,13,0,6.2166061010848646,319.8706,0,11.5,5,1,3
7.28E+10,7000,20,21,50,6,0,5.017279836814924,152.9132,0,2.3718838499890538,1,5,1
3.15E+10,33800,60,61,30,16,1,6.478509642208569,313.4285,0,12,1,5,5
3.16E+10,12012,24,29,39,6,1,5.44673737166631,111.34663333333333,0,3.2887297832521987,1,5,1
4.13E+10,5700,66,80,26,16,0,6.418364935936212,376.1297333333333,1,14,5,5,5
6.02E+10,24700,58,48,29,13,1,6.16541785423142,230.4118,0,14.5,5,5,3
4.07E+10,24180,36,29,36,12,0,6.1463292576688975,240.31323333333333,0,15.837605634965309,1,5,3
1.18E+10,NA,39,34,25,12,0,NA,225.4848,1,12.141207767119987,1,5,3
5.13E+10,25116,45,66,50,13,1,6.182084906716632,291.5998,0,12,5,2,3
4.03E+10,16968,46,38,27,13,1,5.793013608384144,351.30176666666665,0,12,5,5,3
6.10E+10,17885,61,76,34,13,0,5.846438775057725,313.9283,0,10,2,1,3
6.67E+10,20800,47,49,40,13,0,5.993961427306569,319.9721,0,5,5,5,3
4.19E+10,13520,35,38,46,12,0,5.564520407322694,321.37656666666663,0,12,5,5,2
4.12E+10,2400,22,28,41,10,0,4.859812404361672,103.75019999999999,0,0,2,1,1
1.01E+10,21580,31,32,54,12,1,6.030685260261263,238.06033333333335,0,9,5,5,3
6.15E+10,4480,31,28,33,8,1,5.303304908059076,264.51800000000003,0,13,5,5,1
1.11E+10,12000,29,37,43,13,1,5.44673737166631,296.7484666666667,0,11.5,5,5,3
3.09E+10,3250,42,29,36,10,1,5.017279836814924,262.30243333333334,0,6.5,5,5,1
7.30E+10,22672,45,66,27,13,0,6.082218910376446,373.24716666666666,1,16,5,5,3
7.64E+10,27300,40,45,30,12,1,6.240275845170769,285.2938,0,10,5,5,3
1.07E+10,17160,30,25,28,12,1,5.802118375377063,189.6069,0,12,1,5,3
8.52E+10,15600,35,27,45,13,0,5.707110264748875,273.97223333333335,0,5,5,5,3
6.85E+10,59800,44,51,31,12,0,7.051855622955894,288.47706666666664,0,10,5,5,3
6.45E+10,27300,33,34,28,12,0,6.398594934535208,283.8745,0,13.5,5,5,3
2.14E+10,5720,47,49,49,13,0,5.303304908059076,287.4592333333333,0,12,5,5,3
3.28E+10,20800,47,38,50,14,1,6.647688373563329,314.27203333333335,0,8,5,5,4
7.29E+10,46592,59,73,28,16,1,6.806829360392176,353.9961666666667,0,12,5,5,5
1.18E+10,NA,44,51,30,13,0,NA,200.45353333333333,1,12.141207767119987,1,5,3
6.13E+10,18720,30,29,34,12,0,5.8888779583328805,214.78003333333334,0,16,5,5,2
2.18E+10,12740,31,28,32,13,1,5.493061443340548,221.92893333333333,0,12,1,5,3
1.01E+10,41600,60,73,30,16,1,6.68586094706836,358.98046666666664,0,16,5,5,5
6.86E+10,NA,22,23,28,11,1,5.707110264748875,252.60413333333332,0,10,2,5,1
7.34E+10,2000,23,22,37,8,1,4.394449154672439,99.22236666666667,0,2,2,1,1
1.11E+10,13000,40,50,26,16,0,5.5254529391317835,293.6254,0,8,1,5,5
5.14E+10,33800,47,62,46,14,0,6.478509642208569,282.9512,0,4,2,1,4
6.64E+10,52000,65,80,45,18,0,6.90875477931522,382.2567,0,17,5,5,6
8.01E+10,29900,66,76,36,13,1,6.3561076606958915,328.68,0,10.5,5,5,3
4.13E+10,NA,51,64,49,14,0,6.559153091979453,386.6866,0,12.5,2,1,4
1.19E+10,26000,46,49,34,12,1,6.2166061010848646,274.3877,0,17,1,5,3
3.33E+10,14000,28,32,31,12,1,5.652489180268651,267.42266666666666,0,7.5,1,5,3
8.01E+10,15600,38,55,56,14,1,5.638354669333745,293.62556666666666,0,16,5,5,4
1.16E+10,20800,29,31,55,12,0,5.993961427306569,129.68563333333333,0,6.9714349891417715,1,5,3
6.12E+10,44200,49,64,42,14,0,6.7464121285733745,332.5813,0,10,5,5,4
6.62E+10,1350,34,38,25,12,0,3.367295829986474,320.5069,0,9,5,5,3
7.61E+10,130000,59,79,36,12,0,7.8636512654486515,329.7192333333333,0,12,5,5,3
2.13E+10,17004,36,39,25,16,0,5.793013608384144,328.14913333333334,0,18,5,5,5
7.54E+10,13000,29,36,31,13,1,5.5254529391317835,248.963,0,5.40939866742175,5,5,3
1.13E+10,NA,60,75,46,13,0,5.574163563214961,248.31843333333333,0,8,2,1,3
8.53E+10,NA,47,38,39,14,1,5.9913228534501775,291.92226666666664,0,15,2,4,4
6.14E+10,14508,34,26,26,11,0,5.638354669333745,245.51113333333333,0,12,2,1,1
3.08E+10,NA,86,97,33,18,1,6.782997906640641,363.38896666666665,0,14.5,5,5,6
3.02E+10,25200,44,51,36,13,1,6.398594934535208,353.37106666666665,0,12,5,5,3
6.12E+10,39000,60,61,38,16,0,6.621405651764134,387.4647,0,12,5,5,5
6.71E+10,22100,69,74,43,18,0,6.089044875446846,373.6965333333333,1,14,5,5,6
4.15E+10,20280,35,32,45,12,0,5.963579343618446,172.6851,0,9,1,5,3
3.16E+10,15000,36,35,50,12,0,5.707110264748875,243.20793333333333,0,6,1,5,3
6.09E+10,29380,60,61,33,12,1,6.335054251498059,341.58936666666665,0,13,5,5,3
3.17E+10,NA,20,21,49,12,1,5.7416491786973625,187.5431,0,8,2,1,2
3.01E+10,32240,41,54,26,12,0,6.431331081933479,330.0761,0,12,5,5,3
6.86E+10,20800,37,38,34,12,1,5.993961427306569,326.1979,0,12.5,5,5,3
5.19E+10,16120,42,51,28,12,1,5.752572638825633,212.76586666666665,0,11,1,5,3
6.41E+10,98000,51,64,38,16,0,7.562161631225652,325.9766666666667,0,16,5,5,5
1.17E+10,26000,66,73,25,16,0,6.2166061010848646,252.05916666666667,0,13,5,5,5
